sentence	label
Zeeb Road is littered with pot holes from Waters South to Pleasant Lake and continuing on South on Zeeb. THIS IS RIDICULOUS AND SOMEONE SHOULD BE FIRED OVER THIS NONSENSE! FIX THE ROAD ALREADY, AS WELL AS ALL OF THE ROADS IN THIS AREA! THE LEVEL OF INCOMPETENCE IS HARD TO COMPREHEND!	Pothole (Paved Roads)
All street markings are worn out on Bayard at E Forrest Ave. The white stop bars and the yellow lines. I have almost been hit 3 times walking through this intersection. The safety of our pedestrians is at risk.	Other
No street light on pole. This area at night is really dark and there needs to be a light added to the pole. Currently right now there is not a light on the pole. There has been a lot of activity in this area because of how dark it is in this section of the street. Please add a light to this pole	Street Light Issue
Construction debris in the roadway	Illegal Dumping
Both white markings are worn out and gone on Humphries at East Forrest Ave. We have speeding issues, folks blowing through stops. All needs to be done to ensure the safety of those who live here and walk the streets daily.	Other
Trash Can knocked over in road for weeks	Code Enforcement Issue
Discarded tire	Code Enforcement Issue
Sink hole at meter	Other
Light pole does not have a light and is causing a black spot and is dangerous. Light needs to be added to the pole ASAP	Street Light Issue
Massive water leak @ SW corner of Winburn Drive & Winburn Terrace	Drainage/Flooding Issue
Yard  Waste has not been picked up now for the 2nd week in a row.	Missed Trash
Looks like water and dirt is coming up through cracks in the street	Drainage/Flooding Issue
Owner has left trash can at curb for weeks. Against neighborhood policy.	Private Property Issue
	Other
Household items on street and sidewalk. Address is 1257 E Forrest Ave.	Code Enforcement Issue
Yard not cut, code violation.	Private Property Issue
The vegetation along Cleveland avenue is so overgrown that using the sidewalk is a hazard. This continues up Norman Berry between Cleveland and the rec center.	Sidewalk Issue
Street light is not on consistently at night and often goes out when someone/vehicle approaches.	Street Light Issue
Lawn has not been maintained in weeks, weeds well in excess of 10 inches+.	Code Enforcement Issue
Yard growth growing onto sidewalk. Needs maintenance.	Code Enforcement Issue
Yard overgrown again, trash can overflowing and sitting in front yard, boxes and other items strewn all over driveway.	Code Enforcement Issue
	Tree Planting
	Tree Planting
Tree lawn 1319	Tree Planting
Heading east on Jackson, approaching 15th st., NE, the stop sign and pole are missing. 15th street has the right of way with no stop signs. This could be quite hazardous if someone approaching it does not know.	Roadway Signs
Dead tree. Needs replacement	Tree Planting
	Residential Parking Permit Violation
	Graffiti Removal
	Utility Repair Issue
	Tree Planting
Small holes in area	Pothole
	Tree Planting
	Tree Planting
	Tree Planting
	Tree Planting
	Tree Planting
	Tree Planting
Highly highly dangerous. Multiple large potholes in center of intersection.	Pothole
Stop sign is missing. Very dangerous!!	Roadway Signs
It is encroaching into the public space and has made it difficult for several neighbors to be able to park in their own back yards because the alley is 2-3 feet narrower. I believe the property line is where their fence is, although I'm not sure of that because they've crossed the property line with their fence on the East side by 6" or so.	Alley Repair Investigation
	Graffiti
Homeless cart, huge and very heavy tied to public property. Block entire sidewalk	Blocked Pedestrian Walkway
Construction without pedestrian barricade; work being done directly over active walkway without protection or lighting.	Building and Construction
Moved in a day ago and the encampment is larger today. Newly opened area, right outside our home. This encampment is only going to grow and bring down the area as with so many others before it. PLEASE HAVE AUTHORITIES REMOVE THIS PERSON AND THEIR GROWING PILE OF JUNK. Thanks.	Encampment
Possession of stolen property (multiple grocery carts). Blocking public sidewalk. The homeless person who has these grocery carts also broke into Impark's Lot C in order to go dumpster diving.	Criminal Activity
Discarded old tube television that luckily hadn't been shattered into pieces all over sidewalk	Street or Sidewalk Cleaning
	Graffiti
	Graffiti
Leaking fire hydrant	Curb & Sidewalk Issues
Cars, Trucks at red zone to get coffee at Starbucks	Blocked Driveway & Illegal Parking
After several calls to the police, the previous 'tenants' of the newest hobo hotspot in town had moved on by Sunday afternoon. By Monday morning (today), the junk they left behind was being repurposed by a new occupant (wearing a red shirt), who was busy scouring the surrounding area for more junk as I passed, having evidently previously been moving the road traffic barrier up towards the fence and setting up a 'living area' behind it.

HE NEEDS TO BE REMOVED IMMEDIATELY, ALONG WITH ALL OF HIS JUNK.

I knew the leftover junk would attract more and sure enough it did in no time at all. This must be nipped in the bud before we have to go through the same dance of reporting and re-reporting as in other areas.

This always happens—a hobo moves in with minimal stuff, a day later they've collected more stuff to build a more substantial shelter attached to some fixture (fence, light pole, etc), a day after that stolen goods begin appearing (bikes, chairs from nearby Spark, residents' doormats), along with dirty trash dumped onto the sidewalk. Soon after that, they invite friends and the encampment grows.

This growth brings with it a greater sense of confidence and they start doing things like shouting at and intimidating my wife and children as they walk home.

Speaking of which, my wife and children need to walk past this everyday and a child who is not yet fully innoculated is obviously at more considerable risk. It was tiring enough nipping the previous problem in the bud, and it took far too long to see a result. Now we've just moved right onto the next problem.

ENFORCE THE LAW AND REMOVE THIS SEEDLING OF AN ENCAMPMENT IN ITS ENTIRETY BEFORE IT GROWS OUT OF CONTROL.

If you do not, this is yet another area which will rapidly go downhill.	Encampment
Man sleeping near bridge entrance	Encampment
Long bridge street and the surrounding streets have been torn up for weeks. The streets were previously in fine condition, but a month ago crews tore up the streets and haven't repaired them. There are dangerous bumps, potholes, flooding, and trash all over the streets. When will this be fixed?	Pothole & Street Issues
	Illegal Dumping
2 days after storm! Help!	Snow/Ice Removal
Dumping on the side of the property fence	Street Cleaning
	Tree Inspection
	Alley Cleaning
	Roadway Repair
	Illegal Dumping
	Illegal Dumping
	Roadway Repair
	Illegal Dumping
	Illegal Dumping
Rats have been seen running up and down the middle of the street, sidewalks, ally, etc. MAJOR PROBLEM!!!!	Rodent Inspection and Treatment (Rat)
	Illegal Dumping
	Alley Cleaning
Been reported over a month ago!	Yard Waste
Yard waste!	Street Cleaning
	Sanitation Enforcement
	Streetlight Repair Investigation
	Alley Cleaning
	Illegal Dumping
Tree limb is blocking roadway	Tree Pruning
The car has paper tags on the rear. No tag on the front	Abandoned Vehicle - On Public Property
The street light is out	Streetlight Repair Investigation
Both rims on the drivers side are severely bent which flattened the tires.  The driver very likely hit the median on Branch Ave at high speed and abandoned the car on Camden Street	Abandoned Vehicle - On Public Property
This vehicle as not moved from this location in about one month	Parking Enforcement
tree debris in tree box space	Tree Inspection
tree debris in tree box space	Tree Inspection
Mostly wooden Sqaure and rectangular items, such as desk, book shelf, table, cabinets, etc maybe 6 pieces	Residential Bulk Collection
Stop sign at corn of 3200 Bangor and 2300 33 st is leaning at a 45 degree angle. Needs to be replanted	Roadway Signs
	Abandoned Vehicle - On Public Property
Resident reports light flickers and has nesting birds. Also neighbors in the area report burglaries near this light, which seems to be impacted by nesting birds.	Streetlight Repair Investigation
Residents report light flickers due to nesting birds, and also mentioned recent burglaries in alley.	Streetlight Repair Investigation
	Pothole
A portion of curb at terminus of curb length has broken off where it meets the driveway. This heavy concrete piece has jagged edges and is dangerous and poses a hazard.	Curb and Gutter Repair
	Grass and Weeds Mowing
The stop for pedestrians in crosswalk sign has been knocked over. This intersection is very dangerous for pedestrians to cross due to traffic on Alabama and drivers refusing to stop.	Roadway Signs
Blocked access from Pennsylvania Ave. No cars can come in or out!  Stroke, heart attack and other survivors on this street.  Many residents are over 65.  Emergency apparatus will, WILL HAVE DIFFICULTY entering street!	Snow/Ice Removal (Roadways AND Bridge walkways ONLY)
The resident will put his cans in his driveway and then put a mayoral candidate sign next to the trash as if Dpw would not enforce the law.	Sanitation Enforcement
horse dropping 33rd & Penn SE	Street Cleaning
This vehicle has already been ticketed, and it's still parked here broke down with expired tags. Please ticket/tow from this street. It's been parked here for over a month now. Broken down.	Parking Enforcement
Branches on tree hang VERY low over sidewalk and hamper walking under them.  You either must bend down or hold the branches up. This is a safety factor!!!!!	Tree Pruning
This trash is in the driveway, facing my house	Illegal Dumping
	Sidewalk Repair
	Streetlight Repair Investigation
	Street Cleaning
	Street Cleaning
	Illegal Dumping
Large area of the street is sinking. Unsafe condition for drivers, cyclist and pedestrians.	Pothole
	Pothole
Inspection Sticker Present	DMV - Appeal
	Sanitation Enforcement
	DMV - Copy of Ticket
	Pothole
	Sanitation Enforcement
	Illegal Dumping
It has become a breeding ground for rodents and pests. Currently there is a discarded mattress .. dog beds.. animal crates and a used house fan. Residents have turned the public park into their own trash area. Trash cans should not be left out 24/7	Sanitation Enforcement
silver BMW with no front or rear tags. The vehicle has multiple parking tickets.	Abandoned Vehicle - On Public Property
	Grass and Weeds Mowing
City tree limb removal on sidewalk.
Request was placed over 2 weeks ago	Online 311 Application Issues
Test android phone mobile app
Reported from my mobile device
http://m.seeclickfix.com	Tree Removal
Someone left a bag of cement on the side grass last week. Need to remove it.	Trash Collection - Missed
Reported from my mobile device
http://m.seeclickfix.com	Parking Meter Repair
Test 

Reported from my mobile device
http://m.seeclickfix.com	Parking Enforcement
Reported from my mobile device
http://m.seeclickfix.com	Parking Meter Repair
Iphone mobile web
Reported from my mobile device
http://m.seeclickfix.com	Sidewalk Repair
White Ford F-250 has been parked in the same location for over two and a half weeks the car can't move because it's missing a tire	Out of State Parking Violation (ROSA)
	Tree Inspection
	Alley Cleaning
street sign needs to be rehanged	Roadway Signs
the walk signal signal at the corner of 55th Street and East Capitol Street SE is facing the wrong direction. This walk signals right at the corner of a school and kids can get confused by the Walk and don't walk symbol displaying at the same time	Traffic Signal Issue
	Sanitation Enforcement
Litter on grass and street.	General Environmental Concerns (DOEE)
Litter on grass and street.	General Environmental Concerns (DOEE)
No pick up today - this is happening far to often	Recycling Collection - Missed
	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
Graffiti Removed	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
Graffiti - Blasted	Graffiti Removal Request
	Restaurant Complaint
	Graffiti Removal Request
	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
	Pothole in Street Complaint
	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
Graffiti - Painted	Graffiti Removal Request
	Rodent Baiting/Rat Complaint
	Sign Repair Request - All Other Signs
Locked	Building Violation
	Tobacco - Sale to Minors Complaint
	Restaurant Complaint
Water is running south of the Taylor Ranch Library on Parks & Rec land.  Unsure of it is a broken sprinkler head or pipe.	Other
Yard is overgrown with weeds, fencing falling down.	Weed & Litter Complaint
Normal sized residential dishwasher.  Weighs about 50 lbs.	Residential Large Item Pick Up
The street light at 5008 suncup ct 87120 is burned out, please repair it.	Other
	Residential Large Item Pick Up
the water is not working at the dog park. It would be nice to have some kind of warning when this happens.	Other
BACKYARD SWING - DISASSEMBLED, SMALL TABLE,  SMALL PIECES OF PLYWOOD,	Residential Large Item Pick Up
Various household items (chairs, lounger, etc.) left in front yard.	Other
There was a baby rattler last night in our front yard door exit.	Other
Hate when neighbors use their front yard for a parking lot. All vehicles in pic in yard.	Other
Large tree fell near basketball court blocking sidewalk.	Other
Request at least 1 25 MPH sign(s) with flashing lighted frame be placed in vicinity of the Taylor Ranch Library. Average speed is 35 mph and its a residential area. It would be nice to have 1 in Northbound lane, 1 in Southbound lane.

Bob Oberer
SFVNA VP/Security Patrol coordinator	Other
Basketball frame, bed frame, metal locker	Residential Large Item Pick Up
Hello, can you please add more wood chips to the play area at Santa Fe Dog Park on Unser? The areas around the benches are getting very sparse and mostly just dirt. These areas have turned into giant mud bogs when wet and it is not as pleasant as when there are plenty of wood chips spread about. THANK YOU!	Weed & Litter Complaint
Lights facing into dog park are out. 1 just North of Bogart/Unser and 2 center lights all on East side of dog park West side of Unser. 3 of 5 lights are out.	Other
	Residential Large Item Pick Up
Trash Pick Up	Missed Trash Pick Up
There are two bicycles propped against the fire hydrant on the NW corner of Mayo and Montano. They have been there for at least the past four days. They are not chained and have not been moved.	Other
Violation of City Ordnance: truck and trailer parked in front yard which is not a driveway, designed as a front yard. Makes nice neighborhood look ghetto! Driveway is unused.	Other
2 twin mattresses wooden bed frame broken down small wooden desk couple of boards from a shelf	Residential Large Item Pick Up
Ivy growing out of stop sign pole. Needs to be removed.	Sign Issue
Alongside Dollar Cleaners on Telegraph, as should be evident from the photograph.	Graffiti
Immediately outside Temescal Wash and Dry.	Graffiti
Outside Temescal Wash & Dry	Graffiti
As the photo shows.	Graffiti
On utility box at this address.	Graffiti - OTHER
As you drive off the freeway, going from 580 West to 24 East, then getting off at Martin Luther King so that you are about to be in front of the Oakland Children's Hospital on MLK, on the left side divider/island near the orange road work sign, there is a brown plastic trash can that is overflowing with garbage on the ground.  It's been there for months and months and it looks untouched.  

Also, on the right side as you are exiting the freeway (still same area), as you go under the freeway, there is a lot of garbage up piled up against the freeway pillars.  That garbage could possibly belong to the homeless people, but the old bike tires/frame that are there doesn't look touched so this all looks like garbage to me.	Litter - Street Litter Container - Overflowing/Mis
Outline of a penis on a giant pothole on the street. Please remove graffiti ASAP and fill pothole	Graffiti - OTHER
	Illegal Dumping - debris, appliances, etc.
Broken sidewalk	Sidewalk
With stickers on the front and tags on the back, near southeast corner of intersection.	Other: Signs
Infestation of rats in the area beside and behind Mountain Mike's Pizza.	Other City Services
Vandalized utility box on sidewalk outside Temescal Wash & Dry	Graffiti - OTHER
Vandalized sidewalk utility box.	Graffiti - Street, Street Light, Traffic Signal,
In the heart of the Temescal commercial district, Frazee Paint's corner at 49th and Telegraph is covered with gang graffiti.	Graffiti
Graffiti all over door and entry way. This has stayed blighted for many months.	Graffiti - Private Property
In the mini-mall on the east side of Telegraph	Graffiti
All over sides of 4881 telegraph. Urban blight.	Graffiti
Tree is a uprooted and completely falling over and falling into private property fence. This is going to fall on somebody very soon! Please cut this down ASAP	Other: Trees
Dollar Cleaners' trash bin enclosure, around the corner on 49th Street, is covered with gang tags.	Graffiti
Brittle, 40ft, dead tree: hangs over sidewalk and street. Another tree is growing next to it giving the possible illusion that it is still alive... But it's been quite dead for years.	Tall Grass / Weeds
Dead Tree on North side of alley between NW 16th & 17th, on Indiana. By 'SCORECARDS'.	Tall Grass / Weeds
Has been in same spot with two flat tires since October 30th. Is this something the city can help with or should I just call tow company.	Inoperable / Derelict Vehicle
Neighbor feeding stray cats and several of them are very mean.   Is there anything that can be done?	Dead Animal Removal
I'm not sure if this is the correct place to report this, but the little house behind this address has had a caved in roof with tarps covering 1/2  the roof and north sides of the house for over a year. Surely the landlord is required to maintain the siding and roof to a minimum that would not require makeshift tarps	Junk and Debris
Not really the right category, but Scorecards bar is allowing customers to leave the premise with open beer container, has an unpermited patio where people are drinking beer on the sudewalk in the public right of way. They also had a bbq grill, and were grilling in the alley next to the bar last Saturday	Unsecure Building or Structure
Overgrown	Tall Grass / Weeds
This location also has an exposed crawl space next to the graffiti serving as a shelter for strays	Graffiti Removal
Yard is littered with trash, junk, and dog feces.	Junk and Debris
Car parked across public sidewalk on daily basis.	Illegal Parking
Overgrown everything. Animal feces and flies. Junk everywhere. Junk and overgrown weeds/vines/trees obstructing sidewalk.	Junk and Debris
Sidewalk, several people tripping and falling.	Unsecure Building or Structure
Renting out apartments, not zoned for that	Unsecure Building or Structure
Trash stuck in overgrown weeds and insulation on the ground beside construction dumpster	Junk and Debris
dead deer	Dead Animal
This may not be the proper category, but coming to the end of Pindell School road at route 216 the lawn on the right side of the intersection has not been cut, creating a dangerous sign line.  You must go into the west-bound lane to see if traffic is approaching.  DANGEROUS!	Roadway & Drainage Concern
Simpson road is in dire need of resurfacing.  Can someone come make an assessment?	Roadway & Drainage Concern
Why are the detour signs still in place in a number of locations (this is just one) for the Browns Bridge Road Detour and closure?	Sign and Marking Concern
Pindell School Road just North of Route 216 (Scaggsville road) has two areas that have water running across at curves in the road just before Moorefield.   These spots freeze and are a hazard  to safety.	Ditch cleaning by machine
On 216 East Bound, just past Collie Court, there is a dead tree hung up on the power lines that will be a public danger if it falls on traffic below.  It is only a matter of time until this tree falls.	Tree Concern
	Dead Animal
Large limb is hanging into the road, low enough to hit the roofs of cars as they drive by.	Tree Concern
I live on Queen Street in Fulton and we have home on the corner of Queen Street and Pindell School Road that has some Pine trees that are blocking full site of road. We have 2 Teenagers and one is just starting to drive and there is a few others that are about to start driving. These bushes block the site of trying to enter Pindell from Queen Street and I have mentioned to the homeowner about this and she said they are county trees and she can’t do anything to them. Well I am sure it blocks her view as well and would like to see these trees/bushes removed or at least trimmed Please.	Tree Concern
ThIs branch has been getting closer to the roadway little by little.	Roadway & Drainage Concern
Ice complaint per Central Communications 1/21/19	Snow & Ice Control
pothole at end of driveway, please inspect	Pothole
icy conditions, please salt	Snow & Ice Control
Driveway needs to be inspected for a Permit.	Driveway Permits
Tree is down on side of road.  Not blocking. Please inspect/remove.	Tree Concern
Pot hole near driveway	Pothole
I live on Queen street and have emailed about this before, when you exit Queen Street onto Pindell School road. There are 2 bushes to the left on the property of the corner house and it blocks the view to get on Pindell school road. They either need to be cut down or trimmed back a great amount, I have brought this to the homeowners attention and they said it is a county Bush but why can’t you trim it so we can all see to exit the street. I have a teenager who is about to drive and there is more teenagers that in the stage of beginning to drive. I don’t want to see anything happen because of some bushes that can be cut back, trimmed or remove and plant farther back into the property. Please let me know what and when this is going to happen.	Tree Concern
The shoulder of the rd is deteriorating due to storm water run off. The shoulder is washed out 2ft deep for approximately 20-30 ft. We left some cones in the hole. It needs cr6 and calcium.	Erosion Control (Stone Work)
On Pindell School Road, behind 11930 Queen Street, at the bend in the road approaching the bridge coming from Rt 216, there is constant water flow.  The roadway is remaining wet all day every day.  The water appears to be flowing from the Queen St property across Pindell School Rd down the road and then back across the road just before the bridge.  With the temperature dropping this roadway is freezing up regularly and creating a significant driving hazard.	Pulling Shoulders
Resident says that there is water running across the road between 216 and the creek towards the bridge.  Please inspect.	Roadway & Drainage Concern
Test	Sign
This road has been bad for more than 25 years. I has not been resurfaced in that time. But it has been needing it.	Other
fired hydrant knocked off the base	Damaged Fire Hydrant
Good Morning - Apparently Wednesday night the pothole was created on Bolton Rd, because it appears to be a situation where workers may have dug up the pavement.  Thursday morning I ran across a huge pot hole on Bolton Rd and there is no signage at all to notify the commuters of this hole.  I am so frustrated, because I forgot about the hole and run over it again this morning.  That hole needs to be cover and the proper signage need to be in place.  I am really upset and disappointed because I may have sustained some unseen damage to my vehicle and many countless others commuters as well.	Other
This road has been bad for more than 25 years. I has not been resurfaced in that time. But it has been needing it.	Other
Headed toward Peachtree St on Collier Rd in the curve near Overbrook Drive there is not enough reflective warnings of curve especially at night and most all painted lines on road are worn off. A Car recently had a bad wreck there. Bridge there is also very dangerous every time it rains  as it is lower than road and floods in about 6 inches if water due to poor drains clogged chronically	Other
	Pole
Right of way mowing and weeding; litter pick up and spraying.	Right-of-Way Mowing (Roadway Maintenance - Field Operations)
Right of way mowing	Right-of-Way Mowing (Roadway Maintenance - Field Operations)
There are several potholes on the street in front of and around this address.  Requesting to have them filled.	Pothole (Asphalt Paved Maintenance - Field Operations)
Right of way mowing and weeding ; litter pick- up and spraying.	Right-of-Way Mowing (Roadway Maintenance - Field Operations)
Please schedule R-O-W Maintenance	Right-of-Way Mowing (Roadway Maintenance - Field Operations)
Litter pick up, ROW mowing, spraying, blowing.	Right-of-Way Mowing (Roadway Maintenance - Field Operations)
The fire hydrant for the subdivision is leaks water and has a sing on it that it is out of service. She would like to have the fire hydrant fixed so it is not out of service.	Damaged Fire Hydrant
Caller is reporting that there is a black volvo parked in yard that doesnt run, & trash is all around the yard.	Abandoned / Inoperative / Junk Vehicle (Zone 2)
Weed eat. litter pick, blowing, edging, ROW mowing	Right-of-Way Mowing (Roadway Maintenance - Field Operations)
Right of way trimming and weed killer application along Fairburn Road brick pavers from the city line north to Cascade Road.	Other
Right of way mowing and weeding; litter pick-up and spraying.	Right-of-Way Mowing (Roadway Maintenance - Field Operations)
Right of way mowing and weeding ; litter pick- up and spraying.	Right-of-Way Mowing (Roadway Maintenance - Field Operations)
Right of way mowing and weeding; litter pick-up and spraying.	Right-of-Way Mowing (Roadway Maintenance - Field Operations)
Right of way mowing and weeding; litter pick-up and spraying.	Other
Remove dead tree from the Right of Way.	Down Tree Removal from Right of Way (Field Operations)
1.5' long x 3" deep pot hole on end of entrance ramp on the East bound lane of I-20	Other
EXTREMELY DANGEROUS LEVEL OF FLOODING OCCURRING IN DRIVEWAY OF HOME, HAS BEEN AN ISSUE FOR THE LAST THREE YEARS. NOTHING IS BEING DONE AFTER MULTIPLE ATTEMPTS OF COMMUNICATION AND REQUESTS. ACCORDING TO YOUR COVENANTS DRIVEWAY IS ASSOCIATION RESPONSIBLE, PLEASE CONSIDER THIS A PRIORITY BEFORE SOMETHING OCCURS WHERE AN INSURANCE CLAIM HAS TO BE MADE!	Other
Several boards are missing from the common red fence that encloses a clearing behind Phase II units. In addition, the lock on the gate to the fence appears to have been broken.	Other
Fence needs to be repaired and secured properly. This compromises the safety of the rear of our properties on Cooper and Windsor Streets.	Other
This is my second request to get the fence on our property repaired and properly secured. Propping it up is NOT a repair and it is NOT secured. This leaves the properties on Cooper and Windsor Streets vulnerable to being easily accessed from the back of our homes out of plain view. 30+ days is more than enough time for a simple repair. I would appreciate this matter being handled beyond the automated acknowledgement of your receipt of the issue.

You may refer to the images of the fence I submitted on March 31.	Other
I have squirrels coming into my attic at 595 Cooper St and my neighbor's attic at 597 Cooper St. We share the same roof and attic space. I had Active Pest Control come out to assess the situation today and they have provided me with a quote. The squirrels are coming in from the outdoors thru the gable vents and soffit returns. Will the Ware Estates HOA reimburse me for the repairs to vents and soffits since this is a outside maintenance issue? I can provide you with the assessment and agreement from Active Pest Control. Please let me know how to proceed. Jeff Corley	Other
Skylight was replace a few years ago is starting to leak again. Would like to have it looked at before it cause any damage to floors or carpet.	Other
Manhole cover is present, but metal storm drain cap is missing, leading to a 3x3 hole in the sidewalk.	Other
Power outage	Power Outage
There is trash everywhere in their yard.	Private Property Issue
Its on the right hand side of the street at Idlewood.	Dead Animal
Car has been sitting in front if this house for months. Completely inoperable. They need to put it in their driveway or behind their house, not right on the street	Code Enforcement Issue
This house has cars coming and going at all hours of the day and night.

There are always people coming in and out.

This morning, I noticed that it appeared to have two mailboxes and two doors beyond the main door which leads me to believe that this is a single family home that has been converted to either a duplex or a rooming house.

This house is unkept and always has trash in the yard.

It is the neighborhood trap house and it needs to be investigated.	Private Property Issue
over grown grass and weeds in back and front this will attract lots of mosquitos this summer please make owner cut down please 

house vacant  where is owner?	Private Property Issue
Can someone please contact the owners about this property? The front yard is entirely overgrown and the backyard is even worse. It is attracting rodents and excessive mosquitos.	Code Enforcement Issue
Someone dumped some furniture at the end of Idlewood Drive.	Illegal Dumping
Hi~

At the end of Idlewood Drive, there are some apartments on the other side of the fence. 

There is a hole in the fence and it is causing a lot of foot traffic from the end of Idlewood Drive. 

Many residents have expressed concern with this hole in the fence (or opening) and would like the apartment owners to close up this hole, permanently. 

Many of us have been back there, but cannot see where the hole / opening is.	Private Property Issue
Has a "For Rent" sign out in front. 

Single family home on tax records, but has also been converted into a duplex. 

Does the City know?	Private Property Issue
This property is long-abandoned. Owner unknown. The neighbors are cleaning property to keep NOT as a Public Health Hazard. Yard trimmings, branches, garbage beginning to pile up to 3 feet tall in front of the property.	Code Enforcement Issue
The Owner of this inhospitable residence that has multiple Code Enforcement Issues present is now dumping his trash to the side of his mailbox in FRONT OF HOUSE. Corner of Pinehurst and West Mayberry. It is an EYESORE. It is MUDDYING UP NEIGHBORHOOD that has been working hard to clean neighborhood. Please advise.	Code Enforcement Issue
