sentence	label
Hike & bike trail fence has been run over by a vech.	Parks and Playgrounds
Alley is torn up from usage by Radell. Please fix the alley.	Street Issue (Pot Hole, Alley, Curb)
	High Grass / Weeds
trash and debris around the home	Trash and Recycling
appliance's on front porch	High Grass / Weeds
Not draining	Stormwater (Drainage Issue,Illicit Discharge)
sign is missing letters it is faded	Signs & Signals Issue
	High Grass / Weeds
parking on unimproved surface	Illegal Parking
Two overstuffed chairs on city parking next to curb. Been there now for over a month.	Property Maintenance & Code Violations
Back yard has been completely overtaken with vegetation to the point its growing into a public alley causing problems.	Other
Cars parked on muddy lawn next door to 1286 SW Washburn (could not see an address on actual building)	Property Maintenance & Code Violations
Small light colored German Shepard puppy running loose in the 1300 blk Garfield. Friendly and skinny. Unknown where it belongs.	Police Animal Control
2 nd time reporting dogs run loose. Owners push them out the door then let them back in later. No collars or tags visible. Pictures of small black one attached. Brown pit bull same thing at same address.	Police Animal Control
This property is getting more disgusting by the day, bloody mattress, fish tank, cement slab, trash, over flowing drive off.  It needs to be condemned if the owner wont keep it up!!	Property Maintenance & Code Violations
The rolloff, the 9th one, is full to the brim and needs to be hauled off.  They are way past the 2 limit and need to be notified of it.	Property Maintenance & Code Violations
needs to be graded potholes	Alley
The grass hasn't been cut for several weeks and is very high.	Property Maintenance & Code Violations
In operable vehicles motor scooter motorcycle loose fencing in operable AC unit on side of house debris on side of house standing water in bucket wet tiles in backyard missing paint loose plastic on window missing small window upstairs behind house in alley lose lattice under front porch missing and loose guttering on sw side of house	Property Maintenance & Code Violations
Water running in the street on the east side. Appears to originate in the parking area in front of 1348. Not sure what side of the meter may be leaking.	Other
Another roloff has been delivered, it is even bigger than the previous ones.	Property Maintenance & Code Violations
Tall weeds and grass.	Property Maintenance & Code Violations
tall weeds & grass	Property Maintenance & Code Violations
The curb and street area in front of 1619 SW Lincoln St is badly broken, large chunks of rock from the curb are in the street, plus the street area has sunk and is turning into a sinkhole. Please have this fixed ASAP, it's a safety hazard.	Curb and Gutter Repair
Every year	Property Maintenance & Code Violations
South exit from Red Cross parking lot has a gap of about 2 feet from the parking lot to the street where curb and gutter repair work is being done. There is about an 8 inch drop off from the parking lot in that 2 foot space. There isn't any caution tape or signs or cones to indicate that there is work being done there and that you shouldn't drive through there. The drop off can't be seen when driving west through the parking lot because of the elevation of the parking lot. It has already caused one accident. The area needs to be blocked off.	Curb and Gutter Repair
Apartment 8 has had gray water coming up from the drain for about six weeks. Anytime water is ran upstairs we have this issue. Several maintenance workers and the manager are aware of this issue. No resolution has happened.	Property Maintenance & Code Violations
their are cars parked again on the wrong side of street face wrong way it is getting annoying no one tickets them in this bloc	Police General Issue
This block is riddled with potholes. You cannot drive down the street without hitting one.	Pothole
From the business district on main street  & Rossville road heading north towards Delia the trees are overhanging the roadway really bad.  Harvest is coming and the semis load will hit the branches and knock the crop off the semi.  Some look as if they are about to fall onto the roadway.	Obstructed View
Light is out please fix.	Street Lights
While train is on track 1 block over to the west traffic light work erratic only being green for only 3 seconds before changing often no one makes it thru intersection before it is red again. I often see 2 or 3 cars running the red light because it is too short of a time to move traffic. I'm sure there is an easy fix.	Other
Test record only.	Other
	Inoperable Vehicle
When traveling eastbound on Santa Fe and crossing over the tracks approaching the red light at N Kansas Ave, if a train comes before the light has turned green for those of us on the east side of the tracks, it will not turn green until the train has passed. This leaves those of us sitting at the red light (not at the train tracks) for quite some time depending on whether the train is a "creeper" or a "clipper" as my husband and I like to refer to them. This only adds to the frustration of dealing with the trains downtown for someone who crosses them many times each day.	Street Light
this pole is an eyesore at SE corner of park and chestnut. could it be removed	Other
This is a donation box for charity that has no presence in Olathe, or even the state of Kansas. Why is it on City property?  If there's a collection box for a charity, it should be TLC, Salvation Army, etc., some place in Olathe, at least.  This sits in the lot just north of 100 W. Santa Fe, at the edge of Northgate.	Other
we have Pepsi cups growing up in the weeds	Weeds
ESV is testing for demo tonight	Other
this is another test	Water Main Break
This is a test run for parks and Rec. Please treat as actual SeeClickFix ticket-

Example: The sign at Woodland Park needs paint.	Trails/Parks
This vehicle has been on this website PUBLIC lot without being moved for at least one year.	Inoperable Vehicle
West bound Spruce through Kansas Ave is horribly bumpy. It's in need of some work.	Other
Potholes on 35 North & South bound potholes are getting bigger and bigger.  And the one in front of furniture mall of Kansas it's very deep!	Pothole
testing weed removal - close	Weeds
street light out	Street Light
One can get "trapped" going eastbound on 135th street between N Kansas Ave and the railroad tracks.  If the train barriers drop right after you've gone through, sometimes the light at N Kansas Ave turns red.  And it stays red until the train passes.  Very annoying and no reason to sit there idle for 5 to 15 minutes waiting on a train that is behind you.  Please correct this issue ASAP.  Thanks.	Street Light
Light  out	Street Light
Rotting trash smell	Odor
Bad odor!!	Odor
Mountain bike left unattended last week on sidewalk along north side of 47th St. Has been moved behind a tree since then but no one has come back to claim it.	Other
Landowner using private residential gravel drive for commercial business and commercial vehicle traffic.  Also using own property as commercial vehicle/equipment storage yard and has construction dumpster on the property.  Commercial vehicle traffic causing erosion and sedimentation to creek on adjacent landowners' properties, trucks also going outside road boundaries and impacting surrounding land.	Code Enforcement
Boat illegally park in empty lot builder in building homes on.  Has sat for days	Parking
the odors from the dump are getting much more frequent, I thought the city was having this taken care of. it is worse the last few months than ever	Odor
From Warwick St. To Barker Rd. Along 64th Street and 64th terrace	Odor
The 6300 thru the 6400 blocks of Locust, Warwick and Hillside streets	Odor
rotten trash odor	Odor
vacant land to the north was cut only to the fence line in back.  I need all of the trees hanging on my roof and fence cut back!!	Trees & Tree Limbs
Can we get some ice melt on the street can not get up the hill with out 4x4.  4505 brownridge st (Riverview subdivision)	Snow Removal
Dogs barking 3 hours straight.  We cannot even enjoy being outside Sat evening.  Very annoying.  What are the laws on barking dogs?	Animal Control
A stretch of multiple streetlights along Woodland Drive and 60th Terrace are out. Also the streetlight on Millbrook Street, the light closest to 60th Terrace,  is also out. Thanks!	Street Lights
Camper parked in front of the house	Parking
Snow and ice around front of island and our driveway needs salt and/or plow.  Snow plow was here earlier this afternoon but didn't get this cleared away.  Thank you.	Snow Removal
Cs2454 is inoperable. Thanks.	Street Lights
There are dead trees behind this property. You may access this property to view.	Trees & Tree Limbs
Stinking trash odor.	Other
The waste management deffenbaugh dump odor is yet again making Shawnee famous, but for all of the wrong reasons.  Fix this once and for all. We are sick and tired of running a Shawnee business and living near this disgusting odor.	Odor
Street light out at above address.  Second time opening ticket.	Street Lights
Cozetta Cruey reporting that there is a string in the road where she walks and someone could trip over it.   The string is along Mill Valley Road and Taylor Mill road.	Other
Complaint received that backyard of 5424 Stone Hill grass is knee high.  The front yard is cut, but the backyard doesn't get cut.  Caller concerned that the high grass will attract unwelcomed critters into the area.  Residents will cut the front lawn, but for some reason don't cut the backyard.  Caller asking for someone from the city to go and see for themselves.	Private Property Issue
	Pothole
Caller called to report that a street light was out near 5425 Bayberry Ct.   In looking at the Duke Energy map the light pole is closest to 5429 Bayberry.	Street Light
	Street Sign
The  house at the corner of Mill Valley and Stone Hill (Bi-Level at the corner) has tires on the side of the house and old pallets being stored under the deck.	Private Property Issue
Trash has been in the front yard for nearly 2 weeks and looks awful.	Code Enforcement (high weeds/unsightly storage, etc)
Address is 743 Mill Valley  They put up a privacy fence in the front of the house that was as high as the gutters and attached to the house.  They have finally run the shorter fence to the front but still have a section that is not only at the front but also still as high as the gutters.  It was our understanding that you can not have a fence 1) running to the front of your house and 2) as high as this one.  Why are they allowed to have this?  I know other neighbors have called on this same property.	Private Property Issue
Home is in bad shape. Grass is knee high,
gutter is laying on the side of the house, screens are torn and shredded, garbage in and around yard, portable basketball goal is knocked over and broken in front yard, and jagged metal pole from previous basketball goal is sticking out of ground on side of driveway.	Private Property Issue
this is a house on coachway ct in Taylor mill ky	Private Property Issue
this twhite dodge truck is a eye sore leaks oil / transmission fluid  everywhere  keeps a pan  underneath .... #takeprideinthemill	Other
Graffiti on street sign	Graffiti
In July 2016, I had an email exchange with Brian Dehner about a broken stormwater drain and subsequent erosion of Hudnall Lane and surrounding ground areas. 

We're appreciate that ground erosion repairs were made and that Hudnall is on the street repair list for 2017-2018.

1-Will repair of the broken storm drain and installation of proper drainage be within the scope of work for the street repair project?  
2-Is there an expected start & end time for the Hudnall work?

Thank you very much for your attention to this, and we would welcome the opportunity to discuss the matter further.

Nyoka Johnston	Other
In front of my house, part of the sidewalk has sunk abour 2 inches, creating a walking hazard. I have reported this previously, and was told it would be repaired. That was at least 2 months ago. .	Sidewalk Defect/Issue
Noll Shelter - face plate is missing on the outlet in the Shelter and the light switch in the Men's Restroom is damaged.	Park or Public Space Issue
Village to Ridgetop is not accessible due to ice	Other
I take my kids to Dixie Heights. My route is to take Lyndale, make a left on to Dixie. We get a green arrow to turn left and cars try to go but kids do not obey the traffic signs and walk.  We barely get any cars thru turning left and I have seen kids come running thru the crosswalk when we have a green arrow. Kids may get hit. I see this everyday. The other lights at the Dudley intersection have the green arrows at the end of the light cycle. Wondering if the cycle of the green arrow at Lyndale can be changed to the end as well to prevent any accidents and allow cars to turn left with no kids walking.	Traffic Sign Missing or Needs Repair
Koola (changing table) is broken and a potential risk to children.	Park Restrooms in Need of Service
Noll Shelter
Request to remove chalk from pillars, concrete floor & ceiling of the facility.	Park or Public Space Issue
Ceiling is leaking in the Edgewood Senior Center restroom.	Building Maintenance Request
Citizen reports large pothole	Pothole
this is a test.	Illegal Dumping
Trash missed on 5/16/18 for 547 Dudley Rd.	Missed Trash/Recycling Pickup
The spikes on the volleyball court need to be driven down. They are exposed.	Park or Public Space Issue
Please raise the temperature in the Edgewood Senior Center.  Requested by Golden Age members.	Building Maintenance Request
Tree has been dead for a long time and should be removed. It looks bad.	Park or Public Space Issue
During recent patching  of Dudley, your crew missed this spot.	Street Defect (Pothole, Sinkhole, etc.)
Trash Receptacle located at Tupman Dr by RC Hinsdale Shelter is overflowing.  Trash blowing out into the grass.  Mayor is requesting cleanup right away.	Over-flowing Public Trash Receptacle
	Other
3rd request - Can you please address and fix large pothole on dudley road 3/4 miles before summit hill entrance (right side - same side summit hills)	Pothole
There used to be a park bench by the freedom park basketball courts. It would be nice to have one there again.	Playground or Park Equipment Repair
	Pothole
test issue.  flooding	Flooding
Test issue pothole	Pothole
TEST ISSUE not real.  Flooding	Flooding
TEST ISSUE, not real.  Stop sign bent	Street Signs
Light on building facing Fox Field and walking path has not been working for months. It's dark and the light is is needed to deter loitering and for the safety residents and police.	Repair Street Light
Locust St walk not cleared near Cumberland, only walked on	Sidewalk Snow Violation
This is crazy dangerous a week after it snowed.  Please fix or fine businesses please!	Ice Condition
2 cars parked in a no parking area from sign to intersection.	Parking
	Graffiti
A big tree limb fell off the tree  into the street in front of our house.    We pulled it to the sidewalk, but need help removing it	Brush - Remove
Broken glass in roadway adjacent to playground	Litter
On car	Graffiti
At the intersection of Clinton Street and Hunt Street is a where the pothole exists.	Pothole
Street lights...going up/down one side yellow and other red...traffic across has red...very dangerous as one side is stopped and other has yellow!	Traffic Signal
I take exit 7 every day to go to work, like thousands of others.  A few weeks ago, I got side swiped from a car in a hit and run (police report filed).  But even before my accident, and many times since then, I've seen the same exact thing almost happen to many others because there are no lanes painted on the road.  There are faded arrows painted but during busy hours, cars are covering them.  There are signs overhead by the lights, but no one seems to look there.  To my understanding, there are 4 lanes:  far left turns left onto Marginal, middle two lanes go straight on Franklin, and the far right turns right onto Marginal.  Having dotted lines going through the intersection to show which lanes go straight would prevent the issue tremendously.  The same thing happens up at the Whole Foods intersection, but not quite as bad.  Please fix this!!  I'm sure I'm not the only one that doesn't want to risk getting my car hit every time I come into work.  With the amount of tourists driving around here nowadays, not everyone knows how this area works.  Thank you!!	Paint Street Lines
Would it be possible to send the street sweeper down Guilford Court to clean the sand and gravel from the recent rains? There is a good amount of it all over Guilford Court. Thanks!	Street Sweeping
Good Afternoon:

Could you please repair the street lights that are in front of  12 and 22 Portland Pier? Both lights are burned out.

Thank you.	Repair Street Light
two tiny houses that were placed in Bayside but ordered to leave within 30 days are still there and appear to be lived in	Building without a permit
A seagull dead in the middle of the road	Dead Animal
Myrtle Side Furniture Big Red Sofa - Tenant Move Out	Trash/Recycling
	Graffiti
Water appeared to be bubbling up from the road and flooding the surrounding area in the turn lane just outside Whole Foods	Flooding
	Needle Pickup
This house and the parking lot beside it haven't shoveled out their sidewalk. Pedestrians are forced to walk in the middle of anderson street.	Sidewalk Snow Violation
The road is not closed but a trailer parked in front of 31 Fitzhugh Ave, Westminster, takes up a large portion of street.  If someone parked across the street from it fire trucks and snow plows could not pass.	Road Closure
0006C4DA1C Microchip #	Lost Pet
This is a test. please ignore	Vacant Structure Open to Casual Entry
The Westfield shopping mall in Annpolis continuously has unsafe and unsanitary conditions in the Red Garage stairwell.	Comments and Complaints
Maroon Kia Optima LX parked on residential street with flat tire, has not moved spot for a month or so, no affixed front plate, expired tags on back plate.	Abandoned Vehicle on the Street
Curled husky like tail, lovely Black and Tan mask, blueish tongue, skittish, Black back with tan legs and paws. Soft head and ears. Thick ruff around the neck.	Lost Pet
Tinkerbell bolted from the car after a routine visit to The Greater Annapolis Veterinary Hospital. She belongs to my friend, Brandon. She's probably hungry, And is pretty skittish.	Lost Pet
Lot of potholes with water filling in them making it difficult to cross the street. See attached pic showing it from two different days.	Pothole
My cat Zephyr apparently slipped out the door last night as I was closing up. Location is the corner of Archwood and Academy in Annapolis. She is an indoor cat so I do not know how she would react outside. As you look at her, her right eye is clouded. She is microchipped. She is on a special diet and needs medication.	Lost Pet
Lily, my 16 year old tortie went missing Thursday,  November 16, 2017. I left her outside in the morning but she was gone when I returned home from work that evening. She usually runs up to my car to greet me when I get home. 

Lily is really sweet and very friendly; her family, me, my 2 children and my 3 other kitties miss Lily SO MUCH. Please help us find Lily. Thank you !!	Lost Pet
"Lily" gone missing again - lost tortoise shell senior kitty - "Lily" Murray Hill, Annapolis near Bates Middle School. Last seen morning of Thursday November 16, 2017.

VERY friendly. She's 16 years old.

Please call Linda Cox 410-703-8944 with info. So worried.

Thank you !!	Lost Pet
Lily disappeared from outside my  home November 16, 2017. She is VERY friendly and we miss her terribly. She was the unofficial mayor of our street. She disappeared after being bitten by a foster bengal in our home.	Lost Pet
Zephyr is a very sweet, friendly domestic short hair. He was not wearing his collar when he went missing but he has a microchip from the Annapolis SPCA. He could be locked in someone's garage or basement?	Lost Pet
