sentence	label
The Stop sign at the intersection of Sherman/Spring St leans into the sidewalk and is very low (65 inches off the ground) meaning you have to duck so as not to hit it. Can the City look into it please, sooner or later someone may get hurt.	Traffic Sign/Pavement Marking Issue
Broken glass on the street light by Newport Blues Cafe. glass on the ground too.	Roadway or Sidewalk Issue
TEST	Pothole
Bad graffiti on Main street by the library	Graffiti
This is a TEST	Pothole
This is a test.	Pothole
Light goes out and back on constantly in front of Unit #1308 and has been completely out in front of Unit #601 for two years at 200 Heroux Blvd.	Street Lights
I have so much sand and rock mixture i can not pick it up can a street sweeper come down Notre Dame Avenue and Lasalle and help out !! Much thanks	Street Sweeping
the corner of Notre Dame/LaSalle street has been dug up with the garbage trucks and snow plows deep hole as rounding turn from Lasalle to Notre Dame collects lots of water/sand and whatever else	Pothole
Crosswalk sign is beginning to be obstructed by the tree.  Principal had concerns.	Signs
 and they should repair the patch.	Pothole
The two pipes that run under Maria is carrying a small stream or partially clogged with leaves and sticks. I unclogged at the best I could but still only at about half the normal flow. Water was backing up significantly into normally dry areas.  Thanks	Drainage / Storm Water
Water backs up, and erodes the earth/rock around the pipes.  I know for sure pipes are clogged as when it rains heavily the outflow is greatly reduced from what it was over the past 15 yrs or so.  Thanks for your help. DPW does a great job in town but this clogged pipe issue isn't going to be resolved by dumping gravel into the hole.	Drainage / Storm Water
Drain pipes under Mowry (upstream side) are clogged with leaves and sticks. Draining very slowly.  Closet house # is 76 Mowry, this is just past that house. (Stream goes under Mowry) Thank you.	Drainage / Storm Water
Corner of Mowry ave and Morris Street, brush on corner, safety issue for kids at bus stop.  Thank you.	Trees / Vegetation
Every stop sign for at least 150 yards down Toboggin road has graffiti on it and has for at least 2 years. I have no idea why the residents who actually live there don't complain, but it looks trashy and needs to be removed or the signs replaced.	Graffiti
An above ground pool was erected in our neighbors yard and there is no protective fencing system	Other
Pool does not has any protective fencing address is 16 Oak Hill Drive	Other
Above ground pool being ran by an extension cord	Other
On Minerva near intersection of Goddard St, unregistered pick-up truck (Silver) has been on the front lawn for years. Eyesore and hurting property values.	Unregistered Vehicles
Broken Glass at the intersection	Other Litter/Beautification Concerns
La France road between 187 and route 76 is terrible, especially closer to route 76. There is so much litter here. It also extends around La France elementary school, which is a terrible example for children. I clean up so many other areas of Anderson, but it is difficult for me to clean this area. And there is so much !  The roadside litter really is awful. Is someone assigned to La France ? It would be great to have a clean view when I get my kids from school. Thank you !!	Other Litter/Beautification Concerns
trash, cans, bottles everywhere	Report a Litter Hotspot
Tree in my front yard ditch about to fall..   Will fall on Caters Lake. It's less than 2 feet from roadway	Tree Issue
2:53 PM - City Dispatch reports that a low hanging tree limb is impeding traffic flow on Hiawatha Dr near College Ave.	Misc./Other (Stormwater)
Caters lake trash full	Trash/Debris Issue
Sinkhole located on College Ave on the road edge in front of wooden bridge. Need to be filled. Marked with an orange safety cone.	Misc./Other (Street)
Caters like park trash cans overflowing	Trash/Debris Issue
11/24/19 10:06:42       11/24/19 10:07:52       11/24/19 10:08:30       11/24/19 10:09:03       11/24/19 10:09:06       11/24/19 10:14:11	Misc./Other (Stormwater)
Sink hole next to pond wall  near the rock steps. Needs to be filled in.	Misc./Other (Street)
2 more sinkholes have formed near the steps at Caters lake on Hiawatha drive.	Misc./Other (Water)
A large sinkhole has formed next to the rock wall and steps at Caters lake. This is at the parking area near where Hiawatha drive meets Greenville street	Misc./Other (Stormwater)
Pothole located at 1005 Hiawatha Dr next to Caters lake.	Pothole
please spray around areas of Cater Lake and E. Greenville Street. . They are everywhere. Thank you for consideration. PS, love this site. Michael/Carol Glenn	Mosquito Issue
Guardrail at caters lake, corner of Greenville st and hiawatha	Street Issue
The drain that goes under the street at E Mauldin and Greenville St is stoped up with leaves and limbs.	Misc./Other (Stormwater)
Tree down across road.	Misc./Other (Stormwater)
4/30/20 04:17:55    PASSERBY WHITNEY CALLED IN AND STATES THAT THERE IS A TREE BLOCKING THE RD WAY AND HIT A POWER LINES/	Misc./Other (Stormwater)
Tree falling partially blocking right south bound lane.	Misc./Other (Stormwater)
Downed tree across the road	Tree Issue
Tree down on E Greenville St// Truck pinned under tree// No injuries// Police on scene requesting.	Misc./Other (Stormwater)
Please contact them about this issue I am tried of seeing trash being thrown every where	Report A Litterbug
Large oak tree near road needs to be trimmed.  Highest limbs are completely blocking light from streetlamp at the top of lightpole adjacent to tree.	Tree issue (downed tree or limb, trimming needed)
There are eight light bulbs out in the median street lights on Richardson Circle.  This makes it very dark to walk early or late	Street light problem
sewer	Sewer problem (clog, leak, overflow)
Aggressive dogs loose in neighborhood. These two dogs have killed other animals including a chicken in the neighborhood of Wilson Drive and Tenth Street and are aggressive when approached. The killing of the chicken was witnessed by a resident of Wilson Drive. These dogs are roaming the area near Carolina Elementary School.	Other
Potholes along the median.	Road or sidewalk repair problem (pothole, debris, etc.)
sewer backing up	Sewer problem (clog, leak, overflow)
Tree limb down on lines--not sure if it's power, data, or both. Service outage. TWC unresponsive.	Power/phone/cable line down
Multiple potholes large and deep enough to cause vehicle damage.	Road or sidewalk repair problem (pothole, debris, etc.)
Tennis shoes hanging on electrical lines near 431 Logan.	Other
On the side of the road across from 308 B South 10th Street is a pile of loose/unwanted items that were tossed there about 2 weeks ago. My husband and I reside at 308 B South 10th Street, but the trash has come from the individuals residing on West Richardson Circle. Thank you so much for addressing this issue.	Garbage/debris in road
problem several times recently	Sewer problem (clog, leak, overflow)
Several street lights are not illuminating around the circle.	Street light problem
There is a dead cat on the side of the median near the entrance to West Richardson Circle. It has been there more than a week.	Deceased animal
Cut limbs blocking roadway.	Tree issue (downed tree or limb, trimming needed)
Low hanging limbs...	Tree issue (downed tree or limb, trimming needed)
Foul odor coming from storm drain in front of 540 Marlboro.  Never heard back from city report of road needing scraping, roots in asphalt and possible removal/trimming  of trees at the stop/yield triangle in front  of 540  Marlboro( reported in June 2013).	Stormwater drainage problem (catch basin, ditch)
Very heavy population of mosquitos.	Mosquito
Broken limb hanging in tree above sidewalk. In front of 507 Marlboro ave.	Tree issue (downed tree or limb, trimming needed)
Leaning light pole	Other
both sides of Highway 101 S are covered with trash and litter of all types	Report a Litter Hotspot
The broken pole has been there for months now. It is on the corner between First Citizens Bank and IHOP in Lexington. Don't know which property it belongs to - or if it is city property.	Other Litter/Beautification Concerns
nuisance property	Other Litter/Beautification Concerns
street sign knocked down and pole bent	General Concern or Request
right Arrow down under the bridge came to the city but it not our sign it a county sign	Signs
Potholes  on 526 east before exit 14	Roads
We have roadwork signs up that have been up for about a month after the roadwork has been completed.  Can these be removed?	Streets Dept
It is cracked around the edge, I think it will collapse soon, if not repaired.	Streets Dept
The culvert pipe going under the driveway and across the front of the property, has caused a sink hole on the left side of the driveway	Stormwater Dept/Drainage Issue
Resident says a row of holes have developed over the storm drain - please check and let resident know what will be done	Stormwater Dept/Drainage Issue
Storm drain in front of home is clogged with overgrown vegetation and has standing water (4th request by customer)	Stormwater Dept/Drainage Issue
You have an easement (paved Rd) running in front of my home and the road needs to be resurfaced. There are pot holes and it is your responsibility to maintain it. Please have someone contact me about this.	Streets Dept
we need a trash receptacle. this is new construction	Garbage/Recycling
lawn mower, broken clay pots, toilet, household items	Bulk Pickup
I am requesting permission to remove this tree from my front yard. The tree is dead and is starting to lean towards our house. the tree is about 10 ft from the house	Tree Trimming/Removal on Streets or Right-of-Ways
Several construction barriers are tipped over.	Other
Sinkhole in asphault , also settlement closer to carolina	Stormwater Dept/Drainage Issue
Street sign Fix.	Streets Dept
Drainage Issue	Stormwater Dept/Drainage Issue
check to see if this is private or a state road. we have an asset that show Needle rush as private	Signs
Public or private(S1283)? Please investigate.	Signs
Drainage is clogged between Cassena Street Outfall ditch and Cassena Street Roadside  Ditch. Most likely debris from previous wind storm. Please have someone come out and clean.	Drainage
Several potholes on Pickens between W. Carolina and Greenwood. Please fix!	Roads
Is Edgar Tumbleston(S2254) public or private? Please investigate.	Signs
Please investigate stop sign at corner of Salters Hill and Edgar Tumbleston(S2254).	Signs
People complain about this lot constantly	Private Property Issue
Water meter cover is damaged... this is a trip hazard	Other
Don't think this is a parking spot	Other
Is this a parking spot or sidewalk	Other
Unsafe, please fix... on Jones by Edward Jones office	Other
Jones Street sidewalk	Other
Junk	Litter/Illegal Dumping
Need some TLC to the grass	Other
Power lines in road	Other
Trash dumped out	Litter/Illegal Dumping
Sidewalk is covered by vegetation	Other
Making this a one way street	Other
Broken cover	Other
broken sidewalk	Other
Looks terrible; overgrown and signs	Other
Please replace the Weston sign at this intersection... Trade and Weston	Traffic/Street Sign Issue
Behind Burdetts	Litter/Illegal Dumping
duncan, sc 29334	Report an Illegal Dumpsite
There is a huge hole across the road in front of the Reserve Appartment on Faraway Road. It goes from one side to the other and  is causing people to swerve their cars to try to miss it hole. It is also tearing up tires. Zip codde 29223	Other
Over a year ago work was done on storm drain. The work to fill in road against the storm drain was never completed. Using the sprite bottle, it shows the depth to be about 4 inches in some parts.	Road Repair
westbound Lane in the middle	Pothole
pothole	Pothole
potholes on west side of intersection	Pothole
906 W 17th (ish) exposed rebar - broken, possibilty for puncture or damge to pedestrian / vehicle.  Lowell staff and parents do not have a parking lot and use the neighboorhood streets to access the building.	Pothole
Large pothole on 17th St, between Menlo and Walts Avenues, in middle of street	Pothole
potholes on Menlo ave between 17th and 18th st	Pothole
pothole located at 17th and summit on 17th st	Pothole
Asphalt is about an inch thin. It looks horrible. The road is very rough.	Asphalt Issue (Frost boil - Cutouts - Skin Patching)
series of potholes at the south side of the interesection at 17th and Summit Ave	Pothole
SW corner of intersection, on 17th	Pothole
Intersection has potholes all over and in the valleys across the streets.	Pothole
several potholes along the sides of the valley crossing the street on north side of the intersection at 17th and Summit Ave.	Pothole
series of holes at the intersection of 17th and Summit	Pothole
the whole intersection North	Pothole
On 17 th street	Pothole
pothole located at 610 w 17th st	Pothole
joint and manhole	Pothole
The alley street light behind my house continues to turn off and on. It will not stay on all the time like the rest of the lights in the alley way. Can this get looked into please?	Roadway Lighting
east side of street north bound lane	** Storm Damage (Downed Trees - Roadway Lights - Traffic Lights) **
trash pile near road, needs picked up.	Trash
stop sign looks like it got hit by car.	Street Signs
__________________________________	Tree Issue
The street light directly across from us comes on for just a few seconds and immediately shuts off. It repeats this pattern all night long staying mainly off during the night.	Street Lights
Water pooling - standing water	Drainage
resident was wondering if it could  be removed and placed back into her yard.	Drainage
"Has ""Hi )"" on it."	Damaged Sign
Ditch needs to be extended- further day-lighted to all water to flow down stream	Drainage
Comcast cable dragging the ground.	Other
Closest to 5824	Damaged Sign
There are two deer bodies on Hillsboro road.  One right near the otter creek overpass near the hunterdon subdivision and the other closer to Bancroft.	Dead Animal
"I reported this when the previous City Manager was employed and she suggested waiting until the new sewage pipes were installed.  Now that they have been, I have great concerns about someone falling into the huge gap or a car tire driving into it at night when visibility is very limited.  The gap between the deteriorated street and the easement is approximately 8-12"".  Thanks for your time and attention."	Damaged Road/Pothole
Thank you!	Graffiti
__________________________________	Street Sign
Street light continuously cycling on and off. Never on for more then 3seconds. Very dark and dangerous for the many pedestrians in a neighborhood that has no sidewalks.	Street Light
Invasive grasses undermining road	Code Enforcement
Clogged toilet between room 105	Other
Will copy City Manager. Thank you.	Other
I have been on the Fox 7 news twice,I have had 2 of my horses shot and now gun fire so close to my house we can hear the bullets,I have call 911 4 times tonight,only to get attitude. We are fixing to abandon a million dollar Estate,be cause I'm gay and 911 does not count for me....1965 Fm 972,Georgetown,Tx,78626	Other
broken sidewalk and driveway	Sidewalk Repair
There are three pitbulls running loose at the end of Roosevelt Street that attempt to attack me each time I leave the house. I am currently using a bat for protection on a daily basis.. The dogs have developed a love of chasing after people and are a serious threat to any child that should pass by and are threat to adults as well.	Other
heading from suncrest on tower lane. Before you get to Stone water there are over 5 huge potholes.	Pothole
Water leak running across street into Brison Park to flood huge post oak in standing water.	Property Maintenance
Over 1’ on street	Weeds and Grass
Caller reported that a bulk trash pile has been here for several weeks and has not been picked up.	Bulky Trash
Overgrown trees blocking stop signs	Street Signage
Caller reported that many people are coming and going from this address all day long. Their parked vehicles make getting in and out of driveways difficult.	Other
2 ft high weeds.  people moved out of rental a few weeks ago	Weeds and Grass
vehicle/s without current license, etc. parked in drive-has been there for some time	Junk Vehicles
Tall grass and weeds	Weeds and Grass
On 11/6/13, this issue was reported.  At that time, code said the resident has a two week permit.  Could you post an update on this issue?  It is #813292.  Thank you.	Other
Thought this resident was moving as a pod storage container was placed in driveway at the beginning of summer.  The container is still there with graffiti on it now.  How long can a resident have one of these containers in the driveway?  Thank you	Other
Lawn is unkempt and has various weeds over a foot in height.	Weeds and Grass
Flatbed trailer parked in driveway.	Other
Caller reported that an automotive repair shop is operating out of this house.	Other
Trailer with BBQ in yard.	Trailers
Home looks abandoned. Yard well overgrown.	Weeds and Grass
Potholes at beginning of Jennifer, 3000 block. Holds water frequently.	Pothole
The yard has tall grass and concrete in yard.  There is also a vehicle with a flat tire and grass growing around it.	Weeds and Grass
Property needs to be mowed, trashy. Weeds over 1’ tall.	Weeds and Grass
Caller reported high grass & weeds here.	Weeds and Grass
Severe potholes and rough road.  Needs repaving in the worst way.	Pothole
water has been tasting like dirt for several days and getting worse	Water issues
potholes on corner of el paso and beaumont	Pothole
Black car parked directly across from buckner park entrance on fort worth has been sitting in the same spot unmoved for at least 2 months	Parking violation
Very active alley between Fort Worth St. and El Paso St. from Brookside Dr. to Beaumont St. is littered with potholes from end to end.	Pothole
I don't know who to report to but there is some type of line down in front of house. Not electrical or cable. It is stuck in tree and in mine and part of neighbor's house.	Street Lights
Bad pothole around manhole cover.	Pothole
High weeds and grass at 638 San Antonio and at the house directly to the right, on the corner of San Antonio and Waco. It was so overgrown, you couldn't even find a house number.	High weeds and grass
Caller states that her sewer is backing up	Sewer issues
sewer backing up in house.  rented an electric snake and followed it to the street where it stopped.	Sewer issues
Street light on the corner of San Antonio & Waco not working	Street Lights
sewer clogged at road, states that the city came out a couple of weeks ago for the same reason.  trying to back up into the house.	Sewer issues
this is not a first time problem, sewer has been backing up to the road for 3-4weeks, have had several people out to look at it even put in new pipes.  cannot wash clothes, dishes, etc.	Sewer issues
Selene Garcia	Sewer issues
Thank you for all the work y'all do.	Pothole
For 3+ weeks, a couch has set by the curb in the FRONT YARD. Trash pickup occurs in THE ALLEY. When driving down the alley, as is the case on a recurring basis (this has been reported/dealt with 2x in the past 2 years) the yard becomes a debris field, so saturated with trash & garbage & junk that it's hard to believe anyone actually lives there. It HAS to be a health hazard for the homes on either side or behind them. Bottom line; this home on our street ought to be held regularly accountable for allowing this nightmare to recur every few months. It ought not take their neighbors reporting them repeatedly to keep their property clean....or at least not a health hazard to the other residents in the area. Thanks for allowing the rant. Seriously.	Junk and debris
the residents at 806 El Paso have the backyard full of debris....again	Junk and debris
Saw a black dog & a white one at 7:15am when taking out the trash! They were attempting to get in neighbor's trash can! At 8 am the brown and white dog was around their can! Picture isn't that great but it's the best I could get!!	Animal Control
Crumbling edges and holes on roads near Bullard High School and downtown Bullard: (1) Sanders St @ FM 344, (2) All along Sanders St from FM 344 to FM 2978, (3) E Cain St @ Main St (along the side of the Exxon station).	Pothole
testing the system	Loud Noise
You closed the complaint before I could comment. To Jane, the problem is not the tightness of a structure, it's the direction the structure faces. Brick and other walls completely deflect sounds. When the drunken parties were going on at the reunion center, I was completely overwhelmed by the noise while neighbors 50 ft. away couldn't hear it. There was nothing but air between me and the noise and my neighbors had brick bldgs blocking the sound. It will be impossible for the city to make them heard by everyone. It's a primitive system I thought was abandoned years ago. Phone and email alerts are a possibility but then, there are the ones that have neither, but I've observed that even the town's poorest and most backward residents have a cell phone, so the technology is in place if it was just used.	Loud Noise
huge pothole at entrance of Pony Express Ave. Reports of cars bottoming out when turning off or onto Cato.	Road Maintenance
Once upon a time the road in front of our house was paved. There has been no maintenance on this part of the road in over a year. There are only spots of old pavement 4 to 6 inches above the dirt can't really be called pot holes.	Road Maintenance
At exactly 6pm, I observed a hispanic male driving the blue Chevy S-10 pickup with the pipe rack turn off Texas st onto E. Labadie next to hotel and almost hit the parked cars, then swung to the wrong side of street, run through the stop sign on the wrong side of road at Austin/Labadie then stop crossways in the middle of the road. I turned around and was going to get phone video of it but he had sped up and disappeared. The pickup used to be driven by Cruz Gonzales.	Crime
trash next to road on Texas st at Sp Springs. Been there long time. City workers and staff pass by it daily. Also, trash in ditch corner manchaca/n travis behind IGA. City worker recently weedeated it.	Junk & Debris
Place for the Teenagers to hang out at night	Crime
Would like the potholes in alleyway filled.	Road Maintenance
red dog tied up in jack johnson yard barks endlessly all day all night also dogs at trailer across st	Animal Nuisance
The edge of E. Almante where it connects with N. Texas St. is extremely rough.  This damages tires and causes a lot of people to drive through a business parking lot to avoid it.  Can this please be fixed before the Farmer's Market this weekend?	Road Maintenance
LORENA GARCIA 956-375-9403	Other
Water from toilet overflows when flushed and also backs ups into shower. Please flush sewer lines.	Sewer
grass on the side of the road, next to the water mill.	Other
ALAN JAMES 956-998-8635	Other
PILE OF DIRT - NEEDS TO BE PICKED UP. SOMEONE LEFT IT THERE AND ITS IN THE WAY OF THE ROAD.	Other
claims her and her neighbor have low pressure unit 14 956-328-0249	Other
662 n solis with the last storm it knocked a tree over and she would like it removed, shes worried it will fall over if another storm comes 956-405-2119 jessica tanguma	Other
Need alley cleaned up. Big tree hanging too low touching roof causing possums to go in through there and black worms as well. Jose Rodriguez (956)261-2353	Tall Weeds or Grass
SEWER BACK UP ON COLLECTION LINES.	Sewer
PLEASE CLEAN STREET AND THE CURBS OF GRASS	Other
would like the street cleaned	Other
ROBERT CACERES 956-345-9012	Other
CITY WORKERS WORKED ON WATER LEAK AND LEFT CONES AND OTHER STUFF THERE. ASKING IF CITY CAN PICK UP AND CLEAN UP AREA.	Other
PATTY CASARES 956-292-8139	Water Leak
ROBERT CACERES 956-345-9012	Water Leak
HUGE POTHOLE ON DRIVEWAY & REQUESTING TO HAVE THE STREET CLEANED ON 205 W 3RD AVE.	Pothole
states that her meter is leaking again she asked if someone can go out monday 04//15/19 because she will be out all day tomorrow and would like to be there when they go out	Water Leak
States her leak at meter had been fixed already by city workers, she says that robert went out to read meter and now the meter is leaking again, please send someone out	Water Leak
water leaking at the meter, needs someone to go check if its on our side or housing	Water Leak
Curb debris pickup	Pick Up Requests
Customer called to report sewer backing up at the rental property	Sewer Backups and Lift Station Maintenance (INTERNAL USE ONLY)
Customer called to report low water pressure	Water Distribution and Meter Issues
Customer called to report meter leak	Water Distribution and Meter Issues
Customer states she has plumber on site to fix a problem, but noticed that the city sewer line is broken.	Sewer Backups and Lift Station Maintenance (INTERNAL USE ONLY)
6/23/18 @ 13:05 - Customer called in reporting no water.  Reported to Ramiro Garcia	Water Leaks/Breaks and Maintenance (INTERNAL USE ONLY)
Please do water and Sewer locates on Teak Drive & Bodark Drive.	Water and Sewer Locates
White Oaks between Teak Dr. and Bodark	Water and Sewer Locates
2/11/20 @ 5:25pm - Needs water to be opened. Reported to supervisor on call.	Water Distribution and Meter Issues
Customer called in stating he had low water pressure.	Water Distribution and Meter Issues
Locate the entire property and 100' in each direction. Also locate both sides of North Closner Blvd from the front of the above address going north to East Wells.	Water and Sewer Locates
Customer called to report no water complaint	Water Leaks/Breaks and Maintenance (INTERNAL USE ONLY)
Customer called to report no water at Apartment 2 & 4 (West Oaks Subdivision)	Water Leaks/Breaks and Maintenance (INTERNAL USE ONLY)
1/15/18 @ 2000 customer reported that they had no water at residence.	Water Distribution and Meter Issues
Customer states the water from the kitchen faucet comes out at times orange looking.	Water Quality
Customer states since moving in to the new home in January, notice when opening sink, shower, etc. it gushes water out than it goes to normal pressure.	Water Leaks/Breaks and Maintenance (INTERNAL USE ONLY)
Please do water and sewer locates. at 1221 Upas Drive and Fig. Need locates on the north, south east and west sides of property.	Water and Sewer Locates
12/21/18 @ 2000 - Customer called in reporting no water and no tags were left.  Called and informed supervisor on call.	Water Distribution and Meter Issues
mattress - pool liner - tv	Illegal Dumping/ Full Dumpster
Trim back tree, hanging in the roadway.	Tree Trimming
A truck hit a tree in the middle of the night, it is blocking a portion of the road and a residents drive way.	Tree Removal
Rats from trash left outside and hazard from backyard rodents	Health Code Violations
Abandoned Car. Vines are growing in the trunk its been there so long.	Code Enforcement - Litter/Weeds/Junk Car/Etc
Junk all over the front yard	Code Enforcement - Litter/Weeds/Junk Car/Etc
home is falling apart	Parks/Property Maintenance
Looks like a dead cat on the edge of the street eastbound lane behind Kroger on Laurel	Animal Complaint
Red Pontiac missing front wheels and tires	Code Enforcement - Litter/Weeds/Junk Car/Etc
WE NEED SPEED LIMIT SIGNS IN THIS NEIGHBORHOOD	Street Signs
Pine Island Bayou Estates, North Bmt. Sherwood street needs to have culverts and drainage installed from Piney Point to the North End of Sherwood. Tram Rd itself floods frequently without heavy rains, constant rain. We pay taxes too, we deserve some attention.	Drainage Issue
I believe this dog is being abused! It cries all day! The owners have it tied up all day and on the rare occasion that they go outside to see it they call it stupid. It also looks famished.	Animal Complaint
Green road signs out.  All of them	Street Lights
Maroon Minivan parked on street and had not moved or been driven in at least 2 months.	Code Enforcement - Litter/Weeds/Junk Car/Etc
Possibly something with the sewer line is causing sinkage in the back yard. Also have shut our water to the house off and still receiving a water bill, so possible water leak somewhere.	Sewer Stoppage/Overflow
I have city main at the back of my back yard that backs to Phelan. When it rains, it floods my backyard and the Dairy Queen/Harmony Science School area. Can someone please come check out the main and blow out the line.	Sewer Stoppage/Overflow
Have complained multiple times of the piles of junk left in this yard. NOBODY lives there the city was there las week supposedly condemned the house, 3 days later there back moving more junk and trailers in the yard and ripped the city’s sign off the door.SOMETHING has to get done about this! If not I will get a lawyer and fight the city over this. There are multiple people on this same road who have had to move vehicles from there driveway that were operational vehicles but cause they “sit” for to long they had to be moved, where this guy can come and go as he pleases to just leave junk and garbage for all of us to have to see and deal with everyday.	Code Enforcement - Litter/Weeds/Junk Car/Etc
Thank You.  I am a happy citizen of Beaumont.	Other
Sewer is not draining. Entire complex is not draining.	Sewer Stoppage/Overflow
TEST1	Public Works Service Request
pothole in bike trail	Pothole
Pot whole that's widening and spreading towards the middle of the lane.	Pothole
Signal changes too fast.	Traffic Signals
Red light out on spring st	Traffic Signal Maintenance
Located adjacent to Sawyer Lofts	Other
these cracks need to be fixed from cimmarron to uvalde rd on indianapolis st.	Icing Bridge
Waste of Houston potable water.	Fire Hydrant
Homeless encampments, alongside bike path and underneath over pass adjacent to construction site.	Nuisance On Property
Taking forever to change at feeder of Taylor n I10	Traffic Signal Maintenance
South bound side of Taylor street, right hand lane.  Big pothole, and large cracks in the pavement.	Other
An extremely deep pothole has been developing here for weeks. I've reported it once already but no action had happened. It's in the right lane of sawyer st right in front of amegy bank.	Other
Constant hazard on sidewalk. South feeder of I-10, east of studemont. Unsure if clean or sewage.	Water Leak
15-20 tires in floodplain (dry) next to i-10 feeder eastbound between studemont and taylor. Lots of other roadway type leftovers and junk nearby.	Illegal Dumping
Tires under I-10 near path	Nuisance On Property
Deep pothole in the right lane of the southbound side of the street	Other
This one has been reported several times before and closed out twice without ever being fixed. Right in front of amegy bank in the right southbound lane there is a mega pothole that will rip a tire off the rim if you hit it hard enough. Please don't close it again until it's fixed!!!	Other
My neighbor and I both have backed up sewage lines.	Drainage System Violation
Street light is out at the corner of Lindstrom Dr and Delafield Dr. Address of the house at the corner: 8253 Delafield Dr, Fort Worth, TX 76131	Other
The lights are out of sync, the traffic is backed up and people are running the red. It is a dangerous situation, I was almost hit.	Other
#snowcrew	Other
Next door neighbor reporting swimming pool filled with storm water that now has mildew/algea.	Swimming Pool Violation
Report from next door neighbor regarding swimming pool that has been drained and accumulated rainwater with algae and mildew. Also concerned about mosquitoes.	Private Property Issues
Weeks waist high, grass over curb, large dead shrubs, vines on house	Vegetation
large tree branch has fallen from this home and they have pulled it into the street and left it	Trees
Trash cans always outside garage and highly visible	Trash Screening
Trash can still on street 9 am on Saturday	Trash Screening
Excessive high Grass	Vegetation
Grass high, weeds, grass growing from curb, edging	Vegetation
Knee high grass and weeds.	Vegetation
This back yard is in deplorable condition.	Vegetation
Vehicle has flat tire	Junk/Abandoned Vehicle
building debris stored on driveway	Trash Screening
Tree is eaten up by termites. Very y’all tree that is leaning towards our homes driveway. This is a hazard and threat to all those who walk, and drive by, specially for those who live just across from it, a family with 5 children.	Trees
Vehicle parked on front lawn and New roof. No ACC Application with HOA	Illegal Use
This is a rental house that is currently vacant.  The pool is going green.  You can see the pool from my backyard, 2511 Glenn Lakes.	Water Supply / Plumbing Systems
Often place debris at curb excessively early.  It is just thrown out to curb without bagging or bundling..lastest is sago palms	Trash Screening
Trash can being stored in front of the garage and Mailbox has been on the ground since June	Trash Screening
slow water leak in road. This was noted by TCEQ investigator about a year ago but didnt appear to be a leak when we checked it out. It's been wet all weekend. Not a priority but needs to be repaired.	Water Leak
Leak in street.	Water Leak
A slow water leak that resident said she has been reporting for two years is now a bubbling leak at the corner of S 7th and Burnet.  She is concerned that the water leak is also causing dirt, etc. to go back into the water system.	Water Leak
Nelda with Dean Insurance came by to report a dead cat that needs to be removed in the street in front of their office located at 315 S. 5th St.	Street Issue
Tree across the road.	Road Hazard / Obstruction
Resident called John Erickson complaining that she ruined a tire on her car because of the potholes.	Street Issue
Furniture (love seat and chair) dumped on Wise Street.	Illegal Dumping
John Erickson reported overgrowth on both sides of Wise.  His phone # is 546-1298	Street Issue
Leak across the street from this address.	Water Leak
Sewer stopped up	Sewer Issue
Facilities not draining.	Sewer Issue
Gurgling sound in bathroom.  No other symptoms.	Sewer Issue
Tree limb across S 4th St	Trees
